Store_ID,Store_Name,Company,City,Zone,Size_SqFt,Month,Month_Num,Daily_Orders,Monthly_Orders,Avg_Order_Value,Revenue,COGS,Gross_Profit,Rent,Staff_Cost,Delivery_Cost,Inventory_Waste,Discounts,Utilities,Total_Operating_Cost,Contribution_Margin,CM_Per_Order,Profitable
MUM-04,Malad Store,Zepto,Mumbai,West,420,2024-03,3,434,13020,284,3697680,2212181.0,1485499.0,155000,289138,194375.0,195061.0,133584.0,37735,1004893.0,480606.0,36.91,Yes
MUM-04,Malad Store,Zepto,Mumbai,West,420,2024-04,4,482,14460,365,5277900,3361826.0,1916074.0,155000,269871,270384.0,494834.0,245752.0,46460,1482300.0,433774.0,30.0,Yes
MUM-04,Malad Store,Zepto,Mumbai,West,420,2024-05,5,441,13230,342,4524660,2791440.0,1733220.0,155000,233332,188683.0,291604.0,150678.0,32736,1052032.0,681188.0,51.49,Yes
MUM-04,Malad Store,Zepto,Mumbai,West,420,2024-06,6,529,15870,292,4634040,2960483.0,1673557.0,155000,256294,291305.0,525015.0,142544.0,38046,1408205.0,265353.0,16.72,Yes
MUM-04,Malad Store,Zepto,Mumbai,West,420,2024-07,7,424,12720,295,3752400,2390056.0,1362344.0,155000,279201,187409.0,204237.0,147037.0,25699,998582.0,363761.0,28.6,Yes
MUM-04,Malad Store,Zepto,Mumbai,West,420,2024-08,8,400,12000,322,3864000,2297589.0,1566411.0,155000,193010,243550.0,194433.0,173472.0,43160,1002625.0,563786.0,46.98,Yes
MUM-04,Malad Store,Zepto,Mumbai,West,420,2024-09,9,453,13590,307,4172130,2623365.0,1548765.0,155000,221079,225981.0,203853.0,196157.0,25092,1027161.0,521604.0,38.38,Yes
MUM-04,Malad Store,Zepto,Mumbai,West,420,2024-10,10,577,17310,298,5158380,3297503.0,1860877.0,155000,225707,352918.0,241348.0,237252.0,29318,1241543.0,619334.0,35.78,Yes
MUM-04,Malad Store,Zepto,Mumbai,West,420,2024-11,11,538,16140,380,6133200,3644813.0,2488387.0,155000,244874,227998.0,334755.0,145987.0,38794,1147407.0,1340980.0,83.08,Yes
MUM-04,Malad Store,Zepto,Mumbai,West,420,2024-12,12,491,14730,375,5523750,3224840.0,2298910.0,155000,277512,297902.0,392104.0,128547.0,41509,1292573.0,1006338.0,68.32,Yes
MUM-05,Thane Express,Blinkit,Mumbai,East,400,2024-01,1,327,9810,285,2795850,1743589.0,1052261.0,135000,296695,161012.0,239222.0,58530.0,40695,931154.0,121108.0,12.35,Yes
MUM-05,Thane Express,Blinkit,Mumbai,East,400,2024-02,2,320,9600,334,3206400,1991706.0,1214694.0,135000,288521,189112.0,225516.0,150630.0,35554,1024334.0,190360.0,19.83,Yes
MUM-05,Thane Express,Blinkit,Mumbai,East,400,2024-03,3,275,8250,288,2376000,1396070.0,979930.0,135000,245245,140640.0,183844.0,68540.0,41565,814834.0,165096.0,20.01,Yes
MUM-05,Thane Express,Blinkit,Mumbai,East,400,2024-04,4,275,8250,292,2409000,1511854.0,897146.0,135000,189992,171784.0,208802.0,103753.0,48620,857951.0,39194.0,4.75,Yes
MUM-05,Thane Express,Blinkit,Mumbai,East,400,2024-05,5,292,8760,335,2934600,1781576.0,1153024.0,135000,219898,151640.0,283788.0,93795.0,48907,933028.0,219996.0,25.11,Yes
MUM-05,Thane Express,Blinkit,Mumbai,East,400,2024-06,6,242,7260,334,2424840,1451876.0,972964.0,135000,226817,123379.0,113706.0,115640.0,27199,741741.0,231223.0,31.85,Yes
MUM-05,Thane Express,Blinkit,Mumbai,East,400,2024-07,7,223,6690,290,1940100,1136111.0,803989.0,135000,185313,133510.0,118971.0,46375.0,26965,646134.0,157855.0,23.6,Yes
MUM-05,Thane Express,Blinkit,Mumbai,East,400,2024-08,8,252,7560,351,2653560,1628492.0,1025068.0,135000,192042,130686.0,268429.0,127992.0,38858,893006.0,132061.0,17.47,Yes
MUM-05,Thane Express,Blinkit,Mumbai,East,400,2024-09,9,292,8760,372,3258720,1900117.0,1358603.0,135000,235400,164717.0,194187.0,121673.0,31971,882948.0,475656.0,54.3,Yes
MUM-05,Thane Express,Blinkit,Mumbai,East,400,2024-10,10,308,9240,341,3150840,1869881.0,1280959.0,135000,188368,155240.0,237011.0,73876.0,34128,823624.0,457336.0,49.5,Yes
MUM-05,Thane Express,Blinkit,Mumbai,East,400,2024-11,11,342,10260,334,3426840,2161340.0,1265500.0,135000,166882,193626.0,300296.0,139829.0,25948,961582.0,303919.0,29.62,Yes
MUM-05,Thane Express,Blinkit,Mumbai,East,400,2024-12,12,248,7440,369,2745360,1717894.0,1027466.0,135000,249082,125053.0,140470.0,66706.0,46539,762849.0,264617.0,35.57,Yes
MUM-06,Dadar Hub,Zepto,Mumbai,Central,360,2024-01,1,313,9390,374,3511860,2170295.0,1341565.0,175000,168036,138353.0,268374.0,109871.0,39865,899500.0,442065.0,47.08,Yes
MUM-06,Dadar Hub,Zepto,Mumbai,Central,360,2024-02,2,336,10080,327,3296160,1973405.0,1322755.0,175000,245035,203764.0,252815.0,74324.0,26723,977662.0,345093.0,34.24,Yes
MUM-06,Dadar Hub,Zepto,Mumbai,Central,360,2024-03,3,291,8730,376,3282480,2025521.0,1256959.0,175000,181386,141224.0,282424.0,113475.0,39484,932992.0,323967.0,37.11,Yes
MUM-06,Dadar Hub,Zepto,Mumbai,Central,360,2024-04,4,311,9330,307,2864310,1791043.0,1073267.0,175000,189836,156384.0,131296.0,115565.0,44435,812515.0,260751.0,27.95,Yes
MUM-06,Dadar Hub,Zepto,Mumbai,Central,360,2024-05,5,316,9480,365,3460200,2070948.0,1389252.0,175000,217807,162697.0,273197.0,70002.0,34876,933579.0,455673.0,48.07,Yes
MUM-06,Dadar Hub,Zepto,Mumbai,Central,360,2024-06,6,351,10530,378,3980340,2341372.0,1638968.0,175000,226982,171803.0,174194.0,139000.0,39111,926089.0,712879.0,67.7,Yes
MUM-06,Dadar Hub,Zepto,Mumbai,Central,360,2024-07,7,269,8070,328,2646960,1619820.0,1027140.0,175000,220322,145277.0,259175.0,116959.0,27361,944094.0,83046.0,10.29,Yes
MUM-06,Dadar Hub,Zepto,Mumbai,Central,360,2024-08,8,285,8550,374,3197700,1862782.0,1334918.0,175000,164912,151147.0,129172.0,93986.0,39066,753283.0,581635.0,68.03,Yes
MUM-06,Dadar Hub,Zepto,Mumbai,Central,360,2024-09,9,323,9690,370,3585300,2217180.0,1368120.0,175000,235894,144588.0,138580.0,106638.0,51257,851957.0,516163.0,53.27,Yes
MUM-06,Dadar Hub,Zepto,Mumbai,Central,360,2024-10,10,440,13200,338,4461600,2810458.0,1651142.0,175000,254857,194107.0,453434.0,121799.0,44296,1243493.0,407649.0,30.88,Yes
MUM-06,Dadar Hub,Zepto,Mumbai,Central,360,2024-11,11,388,11640,290,3375600,2038005.0,1337595.0,175000,241336,232409.0,176468.0,146412.0,27502,999127.0,338468.0,29.08,Yes
MUM-06,Dadar Hub,Zepto,Mumbai,Central,360,2024-12,12,318,9540,294,2804760,1716054.0,1088706.0,175000,210830,202700.0,174909.0,117299.0,51835,932573.0,156133.0,16.37,Yes
DEL-01,Gurugram Cyber City,Blinkit,Delhi NCR,South,580,2024-01,1,769,23070,310,7151700,4192100.0,2959600.0,175000,227100,359388.0,554564.0,306139.0,46479,1668670.0,1290930.0,55.96,Yes
DEL-01,Gurugram Cyber City,Blinkit,Delhi NCR,South,580,2024-02,2,642,19260,378,7280280,4496861.0,2783419.0,175000,281622,385885.0,679859.0,243650.0,53902,1819918.0,963501.0,50.03,Yes
DEL-01,Gurugram Cyber City,Blinkit,Delhi NCR,South,580,2024-03,3,660,19800,361,7147800,4568816.0,2578984.0,175000,244727,414097.0,618006.0,175326.0,27237,1654393.0,924591.0,46.7,Yes
DEL-01,Gurugram Cyber City,Blinkit,Delhi NCR,South,580,2024-04,4,645,19350,360,6966000,4166847.0,2799153.0,175000,232004,362452.0,425990.0,154824.0,40130,1390400.0,1408753.0,72.8,Yes
DEL-01,Gurugram Cyber City,Blinkit,Delhi NCR,South,580,2024-05,5,642,19260,287,5527620,3328314.0,2199306.0,175000,235255,281463.0,544878.0,252385.0,45152,1534133.0,665173.0,34.54,Yes
DEL-01,Gurugram Cyber City,Blinkit,Delhi NCR,South,580,2024-06,6,664,19920,329,6553680,3983082.0,2570598.0,175000,170753,350550.0,626053.0,259232.0,35535,1617122.0,953476.0,47.87,Yes
DEL-01,Gurugram Cyber City,Blinkit,Delhi NCR,South,580,2024-07,7,613,18390,344,6326160,3726435.0,2599725.0,175000,176219,323741.0,586228.0,285445.0,48406,1595039.0,1004686.0,54.63,Yes
DEL-01,Gurugram Cyber City,Blinkit,Delhi NCR,South,580,2024-08,8,538,16140,362,5842680,3449247.0,2393433.0,175000,224944,317328.0,617133.0,208713.0,44982,1588100.0,805333.0,49.9,Yes
DEL-01,Gurugram Cyber City,Blinkit,Delhi NCR,South,580,2024-09,9,596,17880,327,5846760,3713138.0,2133622.0,175000,261558,308790.0,373557.0,221806.0,50861,1391572.0,742050.0,41.5,Yes
DEL-01,Gurugram Cyber City,Blinkit,Delhi NCR,South,580,2024-10,10,838,25140,322,8095080,4727160.0,3367920.0,175000,184774,464178.0,502912.0,223099.0,52904,1602867.0,1765053.0,70.21,Yes
DEL-01,Gurugram Cyber City,Blinkit,Delhi NCR,South,580,2024-11,11,843,25290,357,9028530,5709613.0,3318917.0,175000,247388,370549.0,797253.0,428877.0,35165,2054232.0,1264684.0,50.01,Yes
DEL-01,Gurugram Cyber City,Blinkit,Delhi NCR,South,580,2024-12,12,722,21660,369,7992540,4953202.0,3039338.0,175000,193803,406349.0,854726.0,234081.0,37343,1901302.0,1138037.0,52.54,Yes
DEL-02,Noida Sector 18,Zepto,Delhi NCR,East,520,2024-01,1,685,20550,296,6082800,3772595.0,2310205.0,155000,297990,303064.0,529879.0,214447.0,25597,1525976.0,784228.0,38.16,Yes
DEL-02,Noida Sector 18,Zepto,Delhi NCR,East,520,2024-02,2,619,18570,303,5626710,3584609.0,2042101.0,155000,249583,400766.0,424247.0,150775.0,29507,1409878.0,632223.0,34.05,Yes
DEL-02,Noida Sector 18,Zepto,Delhi NCR,East,520,2024-03,3,533,15990,317,5068830,3196737.0,1872093.0,155000,186513,288804.0,398865.0,213698.0,42253,1285133.0,586960.0,36.71,Yes
DEL-02,Noida Sector 18,Zepto,Delhi NCR,East,520,2024-04,4,517,15510,323,5009730,3169073.0,1840657.0,155000,194353,291246.0,248805.0,127374.0,47703,1064482.0,776176.0,50.04,Yes
DEL-02,Noida Sector 18,Zepto,Delhi NCR,East,520,2024-05,5,619,18570,301,5589570,3483817.0,2105753.0,155000,171453,321017.0,491788.0,151622.0,39555,1330435.0,775318.0,41.75,Yes
DEL-02,Noida Sector 18,Zepto,Delhi NCR,East,520,2024-06,6,597,17910,376,6734160,4208259.0,2525901.0,155000,277683,284268.0,373273.0,329758.0,50702,1470684.0,1055217.0,58.92,Yes
DEL-02,Noida Sector 18,Zepto,Delhi NCR,East,520,2024-07,7,531,15930,304,4842720,2915659.0,1927061.0,155000,275499,281856.0,273526.0,152333.0,42283,1180497.0,746564.0,46.87,Yes
DEL-02,Noida Sector 18,Zepto,Delhi NCR,East,520,2024-08,8,524,15720,300,4716000,2966428.0,1749572.0,155000,196280,329869.0,196560.0,162314.0,37163,1077186.0,672387.0,42.77,Yes
DEL-02,Noida Sector 18,Zepto,Delhi NCR,East,520,2024-09,9,589,17670,293,5177310,3223828.0,1953482.0,155000,295242,367701.0,303709.0,222073.0,33938,1377663.0,575819.0,32.59,Yes
DEL-02,Noida Sector 18,Zepto,Delhi NCR,East,520,2024-10,10,718,21540,345,7431300,4375854.0,3055446.0,155000,274680,317364.0,740660.0,330701.0,53987,1872392.0,1183055.0,54.92,Yes
DEL-02,Noida Sector 18,Zepto,Delhi NCR,East,520,2024-11,11,701,21030,283,5951490,3600019.0,2351471.0,155000,263928,378878.0,317858.0,296597.0,37285,1449546.0,901925.0,42.89,Yes
DEL-02,Noida Sector 18,Zepto,Delhi NCR,East,520,2024-12,12,543,16290,320,5212800,3314557.0,1898243.0,155000,247894,331193.0,253603.0,149119.0,52189,1188998.0,709245.0,43.54,Yes
DEL-03,South Delhi Store,Blinkit,Delhi NCR,South,480,2024-01,1,511,15330,297,4553010,2848046.0,1704964.0,165000,282974,269636.0,172677.0,101882.0,33386,1025556.0,679408.0,44.32,Yes
DEL-03,South Delhi Store,Blinkit,Delhi NCR,South,480,2024-02,2,455,13650,299,4081350,2501575.0,1579775.0,165000,298352,237319.0,383093.0,110724.0,28992,1223480.0,356295.0,26.1,Yes
DEL-03,South Delhi Store,Blinkit,Delhi NCR,South,480,2024-03,3,395,11850,333,3946050,2439989.0,1506061.0,165000,279829,171854.0,391380.0,138092.0,42565,1188720.0,317341.0,26.78,Yes
DEL-03,South Delhi Store,Blinkit,Delhi NCR,South,480,2024-04,4,392,11760,345,4057200,2493161.0,1564039.0,165000,197637,192043.0,150058.0,124087.0,43699,872524.0,691515.0,58.8,Yes
DEL-03,South Delhi Store,Blinkit,Delhi NCR,South,480,2024-05,5,435,13050,365,4763250,2953657.0,1809593.0,165000,297228,284454.0,201208.0,170438.0,41624,1159951.0,649641.0,49.78,Yes
DEL-03,South Delhi Store,Blinkit,Delhi NCR,South,480,2024-06,6,474,14220,344,4891680,2999818.0,1891862.0,165000,262355,298430.0,195661.0,154609.0,37232,1113286.0,778575.0,54.75,Yes
DEL-03,South Delhi Store,Blinkit,Delhi NCR,South,480,2024-07,7,384,11520,282,3248640,1953815.0,1294825.0,165000,177710,193057.0,289073.0,126202.0,50280,1001322.0,293503.0,25.48,Yes
DEL-03,South Delhi Store,Blinkit,Delhi NCR,South,480,2024-08,8,416,12480,376,4692480,2815259.0,1877221.0,165000,171622,209894.0,283287.0,184339.0,52210,1066352.0,810870.0,64.97,Yes
DEL-03,South Delhi Store,Blinkit,Delhi NCR,South,480,2024-09,9,473,14190,339,4810410,3073126.0,1737284.0,165000,285444,270375.0,483648.0,105314.0,50434,1360215.0,377069.0,26.57,Yes
DEL-03,South Delhi Store,Blinkit,Delhi NCR,South,480,2024-10,10,614,18420,284,5231280,3126247.0,2105033.0,165000,171483,374458.0,519879.0,154155.0,35160,1420134.0,684898.0,37.18,Yes
DEL-03,South Delhi Store,Blinkit,Delhi NCR,South,480,2024-11,11,557,16710,349,5831790,3548084.0,2283706.0,165000,169599,334640.0,294251.0,179090.0,50586,1193166.0,1090540.0,65.26,Yes
DEL-03,South Delhi Store,Blinkit,Delhi NCR,South,480,2024-12,12,395,11850,363,4301550,2580566.0,1720984.0,165000,192630,241678.0,290144.0,137652.0,39409,1066513.0,654471.0,55.23,Yes
DEL-04,Dwarka Express,Zepto,Delhi NCR,West,420,2024-01,1,368,11040,303,3345120,2039761.0,1305359.0,130000,290422,187004.0,317540.0,93669.0,27707,1046341.0,259017.0,23.46,Yes
DEL-04,Dwarka Express,Zepto,Delhi NCR,West,420,2024-02,2,403,12090,290,3506100,2124123.0,1381977.0,130000,207305,222018.0,209323.0,78544.0,46657,893847.0,488130.0,40.37,Yes
DEL-04,Dwarka Express,Zepto,Delhi NCR,West,420,2024-03,3,330,9900,337,3336300,2055686.0,1280614.0,130000,271703,151798.0,232845.0,111479.0,48816,946641.0,333973.0,33.73,Yes
DEL-04,Dwarka Express,Zepto,Delhi NCR,West,420,2024-04,4,378,11340,325,3685500,2273552.0,1411948.0,130000,274017,183668.0,403790.0,178515.0,27458,1197448.0,214500.0,18.92,Yes
DEL-04,Dwarka Express,Zepto,Delhi NCR,West,420,2024-05,5,362,10860,331,3594660,2163262.0,1431398.0,130000,201939,234818.0,166860.0,137414.0,50602,921633.0,509765.0,46.94,Yes
DEL-04,Dwarka Express,Zepto,Delhi NCR,West,420,2024-06,6,342,10260,296,3036960,1773688.0,1263272.0,130000,256030,173365.0,308508.0,63690.0,30027,961620.0,301652.0,29.4,Yes
DEL-04,Dwarka Express,Zepto,Delhi NCR,West,420,2024-07,7,333,9990,327,3266730,1967619.0,1299111.0,130000,180155,185728.0,243070.0,104343.0,46284,889580.0,409531.0,40.99,Yes
DEL-04,Dwarka Express,Zepto,Delhi NCR,West,420,2024-08,8,303,9090,294,2672460,1554182.0,1118278.0,130000,208771,163550.0,165425.0,98481.0,33577,799804.0,318474.0,35.04,Yes
DEL-04,Dwarka Express,Zepto,Delhi NCR,West,420,2024-09,9,370,11100,370,4107000,2492031.0,1614969.0,130000,234862,217025.0,448155.0,106804.0,29447,1166294.0,448675.0,40.42,Yes
DEL-04,Dwarka Express,Zepto,Delhi NCR,West,420,2024-10,10,471,14130,337,4761810,2811179.0,1950631.0,130000,276683,310551.0,442091.0,233456.0,35472,1428253.0,522378.0,36.97,Yes
DEL-04,Dwarka Express,Zepto,Delhi NCR,West,420,2024-11,11,452,13560,370,5017200,2929525.0,2087675.0,130000,236116,286532.0,475062.0,207483.0,47944,1383136.0,704539.0,51.96,Yes
DEL-04,Dwarka Express,Zepto,Delhi NCR,West,420,2024-12,12,359,10770,326,3511020,2143567.0,1367453.0,130000,191814,235659.0,332355.0,95156.0,41188,1026172.0,341281.0,31.69,Yes
DEL-05,Rohini North,Blinkit,Delhi NCR,North,380,2024-01,1,171,5130,353,1810890,1090400.0,720490.0,115000,194018,96934.0,76705.0,53021.0,48492,584170.0,136320.0,26.57,Yes
DEL-05,Rohini North,Blinkit,Delhi NCR,North,380,2024-02,2,186,5580,347,1936260,1170755.0,765505.0,115000,267330,114874.0,80607.0,95209.0,46048,719067.0,46438.0,8.32,Yes
DEL-05,Rohini North,Blinkit,Delhi NCR,North,380,2024-03,3,144,4320,339,1464480,909159.0,555321.0,115000,250312,64915.0,144999.0,53511.0,44260,672997.0,-117675.0,-27.24,No
DEL-05,Rohini North,Blinkit,Delhi NCR,North,380,2024-04,4,148,4440,296,1314240,796373.0,517867.0,115000,174526,91691.0,97295.0,38276.0,30307,547094.0,-29227.0,-6.58,No
DEL-05,Rohini North,Blinkit,Delhi NCR,North,380,2024-05,5,154,4620,370,1709400,1014577.0,694823.0,115000,296025,97756.0,163866.0,47040.0,45809,765496.0,-70674.0,-15.3,No
DEL-05,Rohini North,Blinkit,Delhi NCR,North,380,2024-06,6,178,5340,315,1682100,988251.0,693849.0,115000,239383,101008.0,70375.0,65988.0,44392,636146.0,57703.0,10.81,Yes
DEL-05,Rohini North,Blinkit,Delhi NCR,North,380,2024-07,7,163,4890,299,1462110,863043.0,599067.0,115000,248504,101420.0,110154.0,65440.0,25929,666446.0,-67379.0,-13.78,No
DEL-05,Rohini North,Blinkit,Delhi NCR,North,380,2024-08,8,133,3990,362,1444380,904559.0,539821.0,115000,229377,76644.0,137525.0,46939.0,45938,651423.0,-111602.0,-27.97,No
DEL-05,Rohini North,Blinkit,Delhi NCR,North,380,2024-09,9,142,4260,360,1533600,939690.0,593910.0,115000,239192,76099.0,147120.0,62187.0,34746,674344.0,-80434.0,-18.88,No
DEL-05,Rohini North,Blinkit,Delhi NCR,North,380,2024-10,10,199,5970,368,2196960,1282134.0,914826.0,115000,275239,103430.0,148385.0,66361.0,29707,738122.0,176703.0,29.6,Yes
DEL-05,Rohini North,Blinkit,Delhi NCR,North,380,2024-11,11,192,5760,371,2136960,1280379.0,856581.0,115000,250536,125585.0,96914.0,66494.0,43404,697934.0,158648.0,27.54,Yes
DEL-05,Rohini North,Blinkit,Delhi NCR,North,380,2024-12,12,145,4350,310,1348500,819872.0,528628.0,115000,230116,76546.0,63053.0,29017.0,37587,551319.0,-22691.0,-5.22,No
HYD-01,Hitec City Hub,Blinkit,Hyderabad,West,520,2024-01,1,554,16620,300,4986000,3135240.0,1850760.0,145000,241976,257920.0,248064.0,248697.0,40296,1181953.0,668807.0,40.24,Yes
HYD-01,Hitec City Hub,Blinkit,Hyderabad,West,520,2024-02,2,565,16950,319,5407050,3297447.0,2109603.0,145000,183605,365474.0,397848.0,264949.0,32049,1388924.0,720678.0,42.52,Yes
HYD-01,Hitec City Hub,Blinkit,Hyderabad,West,520,2024-03,3,524,15720,286,4495920,2621267.0,1874653.0,145000,289733,295224.0,422396.0,180626.0,34363,1367342.0,507310.0,32.27,Yes
HYD-01,Hitec City Hub,Blinkit,Hyderabad,West,520,2024-04,4,518,15540,293,4553220,2758594.0,1794626.0,145000,229329,308004.0,418376.0,141050.0,38126,1279885.0,514741.0,33.12,Yes
HYD-01,Hitec City Hub,Blinkit,Hyderabad,West,520,2024-05,5,458,13740,351,4822740,2853516.0,1969224.0,145000,235655,200443.0,343879.0,207050.0,34165,1166192.0,803032.0,58.44,Yes
HYD-01,Hitec City Hub,Blinkit,Hyderabad,West,520,2024-06,6,554,16620,359,5966580,3704196.0,2262384.0,145000,191145,249787.0,265227.0,186133.0,36111,1073403.0,1188981.0,71.54,Yes
HYD-01,Hitec City Hub,Blinkit,Hyderabad,West,520,2024-07,7,479,14370,326,4684620,2929283.0,1755337.0,145000,212181,270439.0,316850.0,99350.0,26275,1070095.0,685242.0,47.69,Yes
HYD-01,Hitec City Hub,Blinkit,Hyderabad,West,520,2024-08,8,431,12930,322,4163460,2615644.0,1547816.0,145000,296139,228291.0,347230.0,147658.0,35746,1200064.0,347753.0,26.9,Yes
HYD-01,Hitec City Hub,Blinkit,Hyderabad,West,520,2024-09,9,567,17010,320,5443200,3210128.0,2233072.0,145000,238442,318934.0,388033.0,192098.0,41051,1323559.0,909514.0,53.47,Yes
HYD-01,Hitec City Hub,Blinkit,Hyderabad,West,520,2024-10,10,674,20220,318,6429960,3912589.0,2517371.0,145000,164361,342666.0,551115.0,317620.0,44126,1564888.0,952483.0,47.11,Yes
HYD-01,Hitec City Hub,Blinkit,Hyderabad,West,520,2024-11,11,612,18360,372,6829920,4318736.0,2511184.0,145000,166985,344714.0,396735.0,270927.0,50433,1374794.0,1136390.0,61.89,Yes
HYD-01,Hitec City Hub,Blinkit,Hyderabad,West,520,2024-12,12,523,15690,309,4848210,3021812.0,1826398.0,145000,285946,241063.0,409404.0,187102.0,52563,1321078.0,505320.0,32.21,Yes
HYD-02,Banjara Hills Store,Zepto,Hyderabad,Central,460,2024-01,1,346,10380,367,3809460,2264845.0,1544615.0,130000,188808,161163.0,255757.0,124049.0,38531,898308.0,646307.0,62.26,Yes
HYD-02,Banjara Hills Store,Zepto,Hyderabad,Central,460,2024-02,2,395,11850,332,3934200,2400291.0,1533909.0,130000,283628,248643.0,355964.0,86035.0,29524,1133794.0,400114.0,33.76,Yes
HYD-02,Banjara Hills Store,Zepto,Hyderabad,Central,460,2024-03,3,345,10350,351,3632850,2177904.0,1454946.0,130000,285402,188410.0,212673.0,91531.0,54888,962904.0,492042.0,47.54,Yes
HYD-02,Banjara Hills Store,Zepto,Hyderabad,Central,460,2024-04,4,346,10380,349,3622620,2178126.0,1444494.0,130000,229300,195981.0,180941.0,99244.0,43287,878752.0,565741.0,54.5,Yes
HYD-02,Banjara Hills Store,Zepto,Hyderabad,Central,460,2024-05,5,327,9810,318,3119580,1953701.0,1165879.0,130000,214336,191510.0,231866.0,107295.0,43366,918373.0,247506.0,25.23,Yes
HYD-02,Banjara Hills Store,Zepto,Hyderabad,Central,460,2024-06,6,379,11370,372,4229640,2522589.0,1707051.0,130000,191948,211343.0,315785.0,198255.0,37928,1085260.0,621792.0,54.69,Yes
HYD-02,Banjara Hills Store,Zepto,Hyderabad,Central,460,2024-07,7,340,10200,378,3855600,2422385.0,1433215.0,130000,236140,146233.0,423040.0,86253.0,39495,1061160.0,372055.0,36.48,Yes
HYD-02,Banjara Hills Store,Zepto,Hyderabad,Central,460,2024-08,8,328,9840,375,3690000,2246268.0,1443732.0,130000,212970,202936.0,207861.0,136015.0,33900,923682.0,520050.0,52.85,Yes
HYD-02,Banjara Hills Store,Zepto,Hyderabad,Central,460,2024-09,9,314,9420,358,3372360,2105882.0,1266478.0,130000,222726,150152.0,295624.0,121173.0,45904,965579.0,300900.0,31.94,Yes
HYD-02,Banjara Hills Store,Zepto,Hyderabad,Central,460,2024-10,10,402,12060,292,3521520,2129809.0,1391711.0,130000,283837,178541.0,324779.0,70978.0,43033,1031167.0,360544.0,29.9,Yes
HYD-02,Banjara Hills Store,Zepto,Hyderabad,Central,460,2024-11,11,479,14370,300,4311000,2605631.0,1705369.0,130000,284701,256067.0,218703.0,210883.0,35524,1135878.0,569491.0,39.63,Yes
HYD-02,Banjara Hills Store,Zepto,Hyderabad,Central,460,2024-12,12,326,9780,287,2806860,1780886.0,1025974.0,130000,183451,187956.0,156480.0,118339.0,52863,829089.0,196885.0,20.13,Yes
HYD-03,Gachibowli Express,Blinkit,Hyderabad,West,400,2024-01,1,192,5760,302,1739520,1052537.0,686983.0,115000,206081,123675.0,67742.0,78428.0,50819,641745.0,45238.0,7.85,Yes
HYD-03,Gachibowli Express,Blinkit,Hyderabad,West,400,2024-02,2,174,5220,375,1957500,1248352.0,709148.0,115000,235882,109693.0,76289.0,72504.0,28516,637884.0,71264.0,13.65,Yes
HYD-03,Gachibowli Express,Blinkit,Hyderabad,West,400,2024-03,3,175,5250,322,1690500,1009353.0,681147.0,115000,297446,94244.0,174242.0,76971.0,40336,798240.0,-117093.0,-22.3,No
HYD-03,Gachibowli Express,Blinkit,Hyderabad,West,400,2024-04,4,150,4500,294,1323000,793590.0,529410.0,115000,280301,86338.0,116048.0,27019.0,36046,660752.0,-131342.0,-29.19,No
HYD-03,Gachibowli Express,Blinkit,Hyderabad,West,400,2024-05,5,170,5100,352,1795200,1113857.0,681343.0,115000,210636,78560.0,181266.0,84215.0,52098,721776.0,-40433.0,-7.93,No
HYD-03,Gachibowli Express,Blinkit,Hyderabad,West,400,2024-06,6,156,4680,321,1502280,879141.0,623139.0,115000,185004,72438.0,67583.0,44630.0,33128,517783.0,105357.0,22.51,Yes
HYD-03,Gachibowli Express,Blinkit,Hyderabad,West,400,2024-07,7,128,3840,329,1263360,750602.0,512758.0,115000,229990,83068.0,72233.0,52665.0,25374,578330.0,-65572.0,-17.08,No
HYD-03,Gachibowli Express,Blinkit,Hyderabad,West,400,2024-08,8,137,4110,326,1339860,832812.0,507048.0,115000,176285,79497.0,96479.0,33217.0,47481,547959.0,-40911.0,-9.95,No
HYD-03,Gachibowli Express,Blinkit,Hyderabad,West,400,2024-09,9,159,4770,370,1764900,1105164.0,659736.0,115000,190779,91153.0,191057.0,54758.0,32236,674983.0,-15247.0,-3.2,No
HYD-03,Gachibowli Express,Blinkit,Hyderabad,West,400,2024-10,10,185,5550,297,1648350,1003336.0,645014.0,115000,279269,110899.0,133131.0,53531.0,42997,734827.0,-89813.0,-16.18,No
HYD-03,Gachibowli Express,Blinkit,Hyderabad,West,400,2024-11,11,218,6540,376,2459040,1505550.0,953490.0,115000,217255,131420.0,213248.0,93135.0,50800,820858.0,132632.0,20.28,Yes
HYD-03,Gachibowli Express,Blinkit,Hyderabad,West,400,2024-12,12,143,4290,337,1445730,884339.0,561391.0,115000,254839,62740.0,112930.0,31593.0,42945,620048.0,-58657.0,-13.67,No
CHN-01,Sholinganallur Hub,Zepto,Chennai,South,480,2024-01,1,407,12210,348,4249080,2502670.0,1746410.0,125000,246014,254406.0,282854.0,171700.0,48491,1128466.0,617944.0,50.61,Yes
CHN-01,Sholinganallur Hub,Zepto,Chennai,South,480,2024-02,2,447,13410,291,3902310,2473804.0,1428506.0,125000,276780,274496.0,283033.0,138132.0,39968,1137409.0,291097.0,21.71,Yes
CHN-01,Sholinganallur Hub,Zepto,Chennai,South,480,2024-03,3,405,12150,351,4264650,2591810.0,1672840.0,125000,240784,240403.0,278655.0,189750.0,49438,1124030.0,548810.0,45.17,Yes
